1.000000	0.000000 0.000000 0.000000 0.000000 0.001953 0.000000 0.000000 0.000000 -0.003906 0.000000 0.000000 -0.001953 0.000000 0.000000 0.000000 0.000000 0.001953 0.000000 0.000000 -0.001953 -0.001953 -0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.001953 0.000000 0.000000 0.000000 -0.001953 0.000000 0.000000 0.001953 0.000000 0.000000 0.000000 0.000000 0.001953 0.000000 0.003906 0.001953 0.000000 0.000000 -0.001953 -0.001953 0.000000 -0.003906 
0.990000	0.000000 0.000000 0.000000 0.001953 0.000000 -0.001953 0.001953 0.003906 0.000000 0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.001953 0.001953 0.000000 0.000000 0.001953 0.000000 0.001953 0.000000 0.000000 0.000000 -0.001953 -0.001953 0.001953 0.000000 0.000000 0.000000 -0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 -0.001953 -0.001953 0.000000 0.000000 -0.001953 0.000000 -0.001953 0.000000 -0.001953 0.000000 -0.001953 0.000000 
0.980000	0.000000 0.000000 0.000000 0.000000 -0.001953 0.000000 0.000000 -0.003906 0.000000 0.001953 -0.001953 0.001953 0.000000 0.000000 0.000000 0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001953 0.000000 -0.001953 0.001953 0.000000 0.000000 -0.001953 0.001953 -0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 0.001953 0.000000 0.001953 0.000000 0.001953 0.000000 0.000000 0.000000 0.000000 0.001953 0.000000 0.000000 0.000000 
0.970000	0.000000 -0.001953 -0.001953 -0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.001953 0.000000 -0.001953 0.000000 0.000000 0.000000 -0.001953 0.000000 0.001953 0.000000 0.001953 0.000000 0.000000 -0.001953 -0.001953 0.001953 -0.001953 0.000000 -0.001953 0.001953 0.001953 0.000000 0.000000 0.001953 -0.001953 0.000000 0.000000 0.005859 0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.960000	0.000000 -0.003906 0.000000 -0.001953 0.000000 0.000000 0.001953 0.005859 -0.001953 -0.003906 0.000000 0.000000 0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 -0.001953 0.001953 0.000000 0.000000 0.000000 0.003906 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.001953 0.000000 0.001953 0.000000 0.000000 0.000000 0.000000 -0.001953 0.001953 -0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001953 0.000000 0.000000 
0.950000	-0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001953 0.001953 -0.001953 0.000000 0.000000 -0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 -0.001953 0.000000 0.000000 0.001953 0.000000 -0.007813 -0.001953 0.001953 0.000000 0.000000 0.000000 0.000000 -0.001953 -0.001953 0.000000 -0.003906 0.000000 0.000000 -0.005859 0.000000 0.000000 -0.001953 0.000000 0.000000 0.000000 
0.940000	0.000000 0.000000 0.000000 0.000000 0.001953 0.001953 0.000000 -0.001953 -0.001953 0.001953 0.000000 0.000000 0.000000 -0.001953 -0.003906 0.000000 0.001953 0.000000 0.000000 0.001953 0.000000 -0.001953 0.000000 0.000000 -0.003906 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001953 0.000000 0.000000 -0.001953 0.001953 0.000000 0.001953 0.000000 0.001953 -0.001953 0.000000 0.000000 0.000000 -0.001953 0.000000 0.000000 0.000000 -0.001953 
0.930000	0.000000 0.003906 0.000000 0.001953 0.000000 0.000000 0.000000 -0.001953 0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 0.001953 0.000000 0.000000 0.001953 0.001953 0.000000 0.001953 -0.001953 0.000000 0.000000 -0.001953 -0.001953 0.000000 0.000000 0.001953 0.001953 0.000000 0.000000 0.000000 -0.001953 0.000000 0.001953 -0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.001953 -0.001953 0.000000 0.000000 0.000000 
0.920000	0.000000 -0.003906 0.000000 0.000000 0.001953 0.000000 -0.003906 0.000000 -0.001953 -0.001953 -0.001953 0.000000 0.000000 0.000000 0.000000 -0.001953 0.000000 0.000000 0.003906 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.003906 0.000000 0.000000 0.000000 -0.003906 0.000000 0.000000 0.000000 0.000000 0.001953 0.000000 0.001953 0.001953 0.000000 0.000000 0.000000 0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 -0.003906 0.001953 0.000000 
0.910000	-0.003906 0.000000 0.000000 0.001953 0.001953 0.001953 0.001953 -0.001953 0.001953 0.001953 0.000000 0.000000 0.000000 0.001953 0.000000 -0.003906 -0.001953 0.000000 -0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 0.001953 0.001953 0.000000 -0.003906 -0.003906 -0.001953 0.000000 0.000000 -0.001953 0.001953 0.000000 0.000000 0.000000 0.000000 0.000000 0.001953 -0.003906 0.001953 0.000000 0.001953 
