1.000000	1024.000000
0.999000	1024.000000
0.998000	1022.000000
0.997000	1024.000000
0.996000	1024.000000
0.995000	1024.000000
0.994000	1024.000000
0.993000	1024.000000
0.992000	1024.000000
0.991000	1024.000000
0.990000	1022.000000
0.989000	1024.000000
0.988000	1024.000000
0.987000	1024.000000
0.986000	1020.000000
0.985000	1024.000000
0.984000	1024.000000
0.983000	1022.000000
0.982000	1024.000000
0.981000	1024.000000
0.980000	1024.000000
0.979000	1024.000000
0.978000	1024.000000
0.977000	1022.000000
0.976000	1024.000000
0.975000	1024.000000
0.974000	1024.000000
0.973000	1024.000000
0.972000	1024.000000
0.971000	1024.000000
0.970000	1020.000000
0.969000	1024.000000
0.968000	1020.000000
0.967000	1024.000000
0.966000	1024.000000
0.965000	1024.000000
0.964000	1022.000000
0.963000	1024.000000
0.962000	1024.000000
0.961000	1022.000000
0.960000	1022.000000
0.959000	1024.000000
0.958000	1020.000000
0.957000	1024.000000
0.956000	1024.000000
0.955000	1024.000000
0.954000	1024.000000
0.953000	1022.000000
0.952000	1022.000000
0.951000	1022.000000
0.950000	1024.000000
0.949000	1024.000000
0.948000	1024.000000
0.947000	1024.000000
0.946000	1024.000000
0.945000	1024.000000
0.944000	1024.000000
0.943000	1024.000000
0.942000	1024.000000
0.941000	1024.000000
0.940000	1022.000000
0.939000	1024.000000
0.938000	1024.000000
0.937000	1024.000000
0.936000	1024.000000
0.935000	1024.000000
0.934000	1022.000000
0.933000	1024.000000
0.932000	1024.000000
0.931000	1024.000000
0.930000	1024.000000
0.929000	1024.000000
0.928000	1022.000000
0.927000	1024.000000
0.926000	1024.000000
0.925000	1024.000000
0.924000	1022.000000
0.923000	1022.000000
0.922000	1022.000000
0.921000	1022.000000
0.920000	1024.000000
0.919000	1024.000000
0.918000	1024.000000
0.917000	1022.000000
0.916000	1020.000000
0.915000	1024.000000
0.914000	1022.000000
0.913000	1024.000000
0.912000	1024.000000
0.911000	1022.000000
0.910000	1024.000000
0.909000	1022.000000
0.908000	1022.000000
0.907000	1024.000000
0.906000	1024.000000
0.905000	1024.000000
0.904000	1022.000000
0.903000	1018.000000
0.902000	1020.000000
0.901000	1022.000000
0.900000	1020.000000
0.899000	1020.000000
0.898000	1024.000000
0.897000	1020.000000
0.896000	1020.000000
0.895000	1024.000000
0.894000	1024.000000
0.893000	1022.000000
0.892000	1024.000000
0.891000	1024.000000
0.890000	1022.000000
0.889000	1024.000000
0.888000	1022.000000
0.887000	1024.000000
0.886000	1022.000000
0.885000	1022.000000
0.884000	1024.000000
0.883000	1020.000000
0.882000	1022.000000
0.881000	1024.000000
0.880000	1022.000000
0.879000	1024.000000
0.878000	1022.000000
0.877000	1024.000000
0.876000	1020.000000
0.875000	1020.000000
0.874000	1020.000000
0.873000	1022.000000
0.872000	1022.000000
0.871000	1024.000000
0.870000	1024.000000
0.869000	1024.000000
0.868000	1024.000000
0.867000	1022.000000
0.866000	1020.000000
0.865000	1022.000000
0.864000	1024.000000
0.863000	1024.000000
0.862000	1022.000000
0.861000	1024.000000
0.860000	1024.000000
0.859000	1016.000000
0.858000	1024.000000
0.857000	1020.000000
0.856000	1020.000000
0.855000	1020.000000
0.854000	1024.000000
0.853000	1020.000000
0.852000	1022.000000
0.851000	1020.000000
0.850000	1022.000000
0.849000	1018.000000
0.848000	1020.000000
0.847000	1022.000000
0.846000	1020.000000
0.845000	1018.000000
0.844000	1024.000000
0.843000	1020.000000
0.842000	1024.000000
0.841000	1022.000000
0.840000	1020.000000
0.839000	1024.000000
0.838000	1024.000000
0.837000	1024.000000
0.836000	1022.000000
0.835000	1022.000000
0.834000	1020.000000
0.833000	1020.000000
0.832000	1020.000000
0.831000	1024.000000
0.830000	1020.000000
0.829000	1020.000000
0.828000	1022.000000
0.827000	1018.000000
0.826000	1024.000000
0.825000	1020.000000
0.824000	1022.000000
0.823000	1022.000000
0.822000	1020.000000
0.821000	1024.000000
0.820000	1018.000000
0.819000	1022.000000
0.818000	1022.000000
0.817000	1024.000000
0.816000	1016.000000
0.815000	1022.000000
0.814000	1020.000000
0.813000	1016.000000
0.812000	1018.000000
0.811000	1024.000000
0.810000	1014.000000
0.809000	1008.000000
0.808000	1020.000000
0.807000	1022.000000
0.806000	1024.000000
0.805000	1020.000000
0.804000	1024.000000
0.803000	1020.000000
0.802000	1022.000000
0.801000	1012.000000
0.800000	1016.000000
0.799000	1018.000000
0.798000	1014.000000
0.797000	1022.000000
0.796000	1020.000000
0.795000	1022.000000
0.794000	1020.000000
0.793000	1024.000000
0.792000	1020.000000
0.791000	1018.000000
0.790000	1020.000000
0.789000	1018.000000
0.788000	1018.000000
0.787000	1020.000000
0.786000	1014.000000
0.785000	1018.000000
0.784000	1024.000000
0.783000	1022.000000
0.782000	1022.000000
0.781000	1018.000000
0.780000	1018.000000
0.779000	1024.000000
0.778000	1012.000000
0.777000	1016.000000
0.776000	1016.000000
0.775000	1020.000000
0.774000	1022.000000
0.773000	1018.000000
0.772000	1018.000000
0.771000	1018.000000
0.770000	1022.000000
0.769000	1010.000000
0.768000	1018.000000
0.767000	1022.000000
0.766000	1020.000000
0.765000	1020.000000
0.764000	1016.000000
0.763000	1016.000000
0.762000	1022.000000
0.761000	1018.000000
0.760000	1020.000000
0.759000	1024.000000
0.758000	1018.000000
0.757000	1020.000000
0.756000	1024.000000
0.755000	1016.000000
0.754000	1022.000000
0.753000	1022.000000
0.752000	1016.000000
0.751000	1008.000000
0.750000	1020.000000
0.749000	1014.000000
0.748000	1018.000000
0.747000	1020.000000
0.746000	1016.000000
0.745000	1022.000000
0.744000	1016.000000
0.743000	1020.000000
0.742000	1020.000000
0.741000	1018.000000
0.740000	1022.000000
0.739000	1018.000000
0.738000	1012.000000
0.737000	1018.000000
0.736000	1020.000000
0.735000	1012.000000
0.734000	1012.000000
0.733000	1008.000000
0.732000	1020.000000
0.731000	1012.000000
0.730000	1016.000000
0.729000	1018.000000
0.728000	1016.000000
0.727000	1022.000000
0.726000	1010.000000
0.725000	1016.000000
0.724000	1018.000000
0.723000	1010.000000
0.722000	1016.000000
0.721000	1018.000000
0.720000	1020.000000
0.719000	1016.000000
0.718000	1016.000000
0.717000	1014.000000
0.716000	1006.000000
0.715000	1022.000000
0.714000	1012.000000
0.713000	1014.000000
0.712000	1010.000000
0.711000	1020.000000
0.710000	1020.000000
0.709000	1016.000000
0.708000	1016.000000
0.707000	1014.000000
0.706000	1014.000000
0.705000	1008.000000
0.704000	1014.000000
