0.100000	-52.000000	-0.000055
0.101000	-50.000000	0.000832
0.102000	12.000000	0.000687
0.103000	40.000000	0.001188
0.104000	6.000000	-0.000074
0.105000	0.000000	-0.000270
0.106000	2.000000	0.000410
0.107000	32.000000	-0.000707
0.108000	-114.000000	0.001387
0.109000	-26.000000	0.000578
0.110000	8.000000	-0.000391
0.111000	-12.000000	-0.002363
0.112000	-42.000000	0.000051
0.113000	-38.000000	-0.002035
0.114000	6.000000	0.000160
0.115000	-6.000000	0.001012
0.116000	80.000000	-0.002488
0.117000	-18.000000	0.001871
0.118000	42.000000	-0.000715
0.119000	-6.000000	0.001570
0.120000	12.000000	0.001750
0.121000	-36.000000	0.000457
0.122000	-36.000000	0.001438
0.123000	48.000000	0.000266
0.124000	-8.000000	-0.000516
0.125000	34.000000	-0.000707
0.126000	42.000000	-0.000852
0.127000	-16.000000	-0.003168
0.128000	-72.000000	0.001809
0.129000	-10.000000	0.001324
0.130000	-4.000000	-0.000438
0.131000	14.000000	-0.000855
0.132000	22.000000	-0.001887
0.133000	-50.000000	-0.001047
0.134000	-50.000000	0.000379
0.135000	24.000000	-0.000410
0.136000	58.000000	0.001348
0.137000	-22.000000	0.001781
0.138000	-88.000000	-0.002422
0.139000	12.000000	0.001445
0.140000	12.000000	-0.003156
0.141000	-8.000000	0.000484
0.142000	-54.000000	0.003648
0.143000	-50.000000	-0.002117
0.144000	52.000000	0.001898
0.145000	36.000000	-0.001633
0.146000	-42.000000	-0.001063
0.147000	24.000000	0.000957
0.148000	-16.000000	-0.001098
0.149000	6.000000	-0.001254
0.150000	-88.000000	-0.000770
0.151000	12.000000	0.001094
0.152000	-22.000000	-0.002156
0.153000	28.000000	-0.002906
0.154000	2.000000	-0.001230
0.155000	-34.000000	0.000777
0.156000	0.000000	0.001336
0.157000	4.000000	0.000395
0.158000	-18.000000	-0.000984
0.159000	38.000000	0.003246
0.160000	14.000000	0.001758
0.161000	2.000000	-0.001828
0.162000	58.000000	0.002371
0.163000	32.000000	-0.001590
0.164000	-58.000000	0.001328
0.165000	-20.000000	-0.000930
0.166000	16.000000	0.004582
0.167000	-94.000000	-0.002379
0.168000	-42.000000	0.001598
0.169000	-12.000000	-0.001211
0.170000	56.000000	0.001773
0.171000	-42.000000	-0.000035
0.172000	26.000000	-0.000293
0.173000	30.000000	0.001121
0.174000	-54.000000	0.005566
0.175000	-44.000000	0.000039
0.176000	-38.000000	0.000664
0.177000	-34.000000	-0.000988
0.178000	2.000000	-0.001672
0.179000	-2.000000	0.003531
0.180000	-40.000000	0.000664
0.181000	-42.000000	-0.002551
0.182000	60.000000	-0.002973
0.183000	-76.000000	-0.003473
0.184000	-54.000000	0.001680
0.185000	-28.000000	-0.002797
0.186000	40.000000	0.002305
0.187000	-72.000000	0.000629
0.188000	-50.000000	-0.001246
0.189000	-92.000000	0.003391
0.190000	-52.000000	0.001727
0.191000	98.000000	0.000117
0.192000	24.000000	-0.000512
0.193000	-24.000000	-0.000680
0.194000	-116.000000	-0.000484
0.195000	-106.000000	0.000527
0.196000	62.000000	0.001520
0.197000	-36.000000	-0.002563
0.198000	-102.000000	0.002805
0.199000	86.000000	0.001621
0.200000	-82.000000	-0.003363
0.201000	2.000000	-0.004730
0.202000	-74.000000	-0.001328
0.203000	92.000000	0.000988
0.204000	-64.000000	0.000414
0.205000	116.000000	-0.000664
0.206000	42.000000	-0.000137
0.207000	-16.000000	0.003773
0.208000	2.000000	0.003547
0.209000	-44.000000	-0.001496
0.210000	66.000000	-0.002102
0.211000	-26.000000	-0.000199
0.212000	38.000000	0.002793
0.213000	44.000000	-0.000727
0.214000	12.000000	-0.000535
0.215000	-70.000000	-0.000887
0.216000	98.000000	0.001016
0.217000	14.000000	0.001391
0.218000	70.000000	0.000367
0.219000	10.000000	-0.000527
0.220000	-10.000000	-0.005898
0.221000	-38.000000	-0.002016
0.222000	-32.000000	-0.001867
0.223000	82.000000	0.002738
