10.000000	0.037109	0.011621	0.001561	0.000135
9.990000	0.068359	0.004590	0.001355	0.000021
9.980000	-0.042969	-0.000586	0.001461	0.000000
9.970000	0.048828	-0.004102	0.000789	0.000017
9.960000	0.001953	0.002051	0.000992	0.000004
9.950000	0.025391	0.005957	0.000902	0.000035
9.940000	0.072266	0.012012	0.001458	0.000144
9.930000	-0.013672	-0.007422	0.001105	0.000055
9.920000	0.042969	-0.002637	0.000841	0.000007
9.910000	0.001953	0.003906	0.001001	0.000015
9.900000	0.005859	-0.001367	0.001410	0.000002
9.890000	-0.029297	0.000391	0.001682	0.000000
9.880000	-0.013672	-0.001758	0.000444	0.000003
9.870000	0.025391	0.007227	0.000964	0.000052
9.860000	-0.001953	0.001367	0.001447	0.000002
9.850000	0.011719	-0.002637	0.000794	0.000007
9.840000	0.054688	-0.002539	0.001201	0.000006
9.830000	0.007813	-0.005273	0.000732	0.000028
9.820000	0.021484	0.009082	0.000661	0.000082
9.810000	0.039063	0.008496	0.001196	0.000072
9.800000	0.044922	0.010645	0.001015	0.000113
9.790000	-0.003906	0.000586	0.001372	0.000000
9.780000	0.000000	-0.000781	0.001121	0.000001
9.770000	-0.019531	-0.002148	0.002378	0.000005
9.760000	0.017578	-0.008984	0.001120	0.000081
9.750000	0.046875	0.001270	0.001353	0.000002
9.740000	0.007813	-0.014648	0.001419	0.000215
9.730000	0.031250	0.008301	0.001108	0.000069
9.720000	-0.003906	0.000586	0.001188	0.000000
9.710000	0.083984	-0.000195	0.001339	0.000000
9.700000	-0.013672	0.000391	0.000800	0.000000
9.690000	0.031250	0.002246	0.001474	0.000005
9.680000	-0.033203	-0.006738	0.001370	0.000045
9.670000	0.019531	-0.000293	0.000857	0.000000
9.660000	-0.015625	0.003809	0.001778	0.000015
9.650000	-0.029297	0.003711	0.001336	0.000014
9.640000	0.042969	-0.001074	0.000827	0.000001
9.630000	-0.115234	0.009570	0.002118	0.000092
9.620000	0.019531	-0.009473	0.001130	0.000090
9.610000	-0.023438	-0.010937	0.001403	0.000120
9.600000	-0.019531	0.006445	0.001146	0.000042
9.590000	0.019531	0.003125	0.001300	0.000010
9.580000	-0.023438	-0.002148	0.001321	0.000005
9.570000	0.003906	-0.001660	0.001136	0.000003
9.560000	-0.031250	-0.017090	0.001842	0.000292
9.550000	-0.019531	-0.000293	0.001136	0.000000
9.540000	-0.011719	-0.014941	0.001138	0.000223
9.530000	-0.021484	-0.004687	0.002808	0.000022
9.520000	0.054688	-0.004297	0.000993	0.000018
9.510000	0.017578	0.010742	0.001204	0.000115
9.500000	-0.058594	0.009863	0.001540	0.000097
9.490000	0.003906	0.003906	0.000426	0.000015
9.480000	0.007813	0.005957	0.000784	0.000035
9.470000	-0.027344	-0.001855	0.000912	0.000003
9.460000	0.029297	0.009766	0.001136	0.000095
9.450000	0.052734	0.001758	0.001736	0.000003
9.440000	-0.015625	-0.011719	0.001316	0.000137
9.430000	-0.013672	-0.009180	0.001162	0.000084
9.420000	-0.044922	0.006055	0.001491	0.000037
9.410000	-0.001953	-0.002148	0.000588	0.000005
9.400000	-0.001953	-0.003906	0.001498	0.000015
9.390000	-0.009766	0.007227	0.001257	0.000052
9.380000	0.007813	0.003613	0.001244	0.000013
9.370000	0.001953	-0.011914	0.001281	0.000142
9.360000	0.019531	0.009180	0.001882	0.000084
9.350000	0.003906	-0.006934	0.000914	0.000048
9.340000	-0.023438	0.001855	0.001340	0.000003
9.330000	-0.019531	0.010059	0.000933	0.000101
9.320000	-0.058594	-0.001758	0.000909	0.000003
9.310000	0.001953	0.005078	0.000539	0.000026
9.300000	-0.035156	0.015430	0.001558	0.000238
9.290000	0.011719	-0.000391	0.000858	0.000000
9.280000	-0.007813	-0.003711	0.000772	0.000014
9.270000	-0.005859	-0.002344	0.001260	0.000005
9.260000	-0.052734	0.000879	0.001052	0.000001
9.250000	-0.056641	-0.013086	0.001236	0.000171
9.240000	0.011719	0.000293	0.000832	0.000000
9.230000	-0.023438	-0.005469	0.000259	0.000030
9.220000	0.001953	0.003027	0.001001	0.000009
9.210000	-0.042969	-0.005273	0.001212	0.000028
9.200000	-0.015625	-0.001953	0.001329	0.000004
9.190000	0.029297	0.009961	0.002026	0.000099
9.180000	-0.015625	0.005176	0.001423	0.000027
9.170000	0.037109	0.001270	0.001336	0.000002
9.160000	-0.037109	0.000195	0.001131	0.000000
9.150000	-0.013672	-0.011035	0.001539	0.000122
9.140000	0.029297	-0.001465	0.000907	0.000002
9.130000	-0.017578	0.000781	0.001149	0.000001
9.120000	0.031250	-0.000488	0.001759	0.000000
9.110000	0.003906	0.007031	0.001957	0.000049
9.100000	0.029297	0.001465	0.001399	0.000002
9.090000	0.029297	0.002344	0.000912	0.000005
9.080000	0.050781	0.006152	0.000841	0.000038
9.070000	-0.011719	-0.009180	0.001755	0.000084
9.060000	0.031250	0.003711	0.001158	0.000014
9.050000	0.007813	-0.000488	0.001030	0.000000
9.040000	-0.031250	-0.008984	0.001385	0.000081
9.030000	0.117188	0.010254	0.001547	0.000105
9.020000	-0.021484	0.008691	0.001620	0.000076
9.010000	0.003906	-0.005957	0.001147	0.000035
9.000000	-0.027344	0.000000	0.001666	0.000000
8.990000	0.050781	0.014160	0.001704	0.000201
8.980000	0.013672	-0.008496	0.000634	0.000072
8.970000	-0.021484	-0.007324	0.000688	0.000054
8.960000	-0.019531	0.003906	0.001202	0.000015
8.950000	0.025391	-0.012305	0.000901	0.000151
8.940000	-0.035156	0.002441	0.001306	0.000006
8.930000	-0.019531	-0.006055	0.001146	0.000037
8.920000	0.021484	0.015234	0.001267	0.000232
8.910000	0.019531	-0.010352	0.001125	0.000107
8.900000	-0.046875	0.003223	0.001358	0.000010
8.890000	0.052734	0.005078	0.001387	0.000026
8.880000	0.007813	0.003320	0.001645	0.000011
8.870000	0.017578	0.004297	0.001583	0.000018
8.860000	-0.013672	-0.000488	0.001544	0.000000
8.850000	0.025391	0.001563	0.001340	0.000002
8.840000	0.009766	0.001172	0.000846	0.000001
8.830000	-0.048828	0.009277	0.001602	0.000086
8.820000	-0.037109	-0.010156	0.001185	0.000103
8.810000	-0.132813	-0.012207	0.002244	0.000149
8.800000	-0.015625	0.005273	0.000899	0.000028
8.790000	-0.027344	-0.002051	0.001200	0.000004
8.780000	0.019531	0.000684	0.001024	0.000000
8.770000	-0.005859	-0.005664	0.000952	0.000032
8.760000	0.066406	0.008887	0.001172	0.000079
8.750000	0.000000	-0.000586	0.001300	0.000000
8.740000	0.015625	0.003320	0.000446	0.000011
8.730000	0.019531	-0.005273	0.001094	0.000028
8.720000	0.021484	0.003027	0.001558	0.000009
8.710000	-0.033203	0.009375	0.001179	0.000088
8.700000	0.029297	-0.010254	0.000970	0.000105
8.690000	-0.093750	-0.016504	0.002558	0.000272
8.680000	0.031250	0.016211	0.001052	0.000263
8.670000	-0.001953	0.004004	0.001500	0.000016
8.660000	0.005859	-0.001270	0.000889	0.000002
8.650000	0.000000	0.003613	0.000601	0.000013
8.640000	-0.021484	-0.004785	0.000731	0.000023
8.630000	-0.062500	-0.008398	0.001732	0.000071
8.620000	0.029297	0.006738	0.001047	0.000045
8.610000	0.031250	-0.004492	0.001768	0.000020
8.600000	0.015625	0.008594	0.001606	0.000074
8.590000	0.011719	-0.020508	0.002118	0.000421
8.580000	0.050781	-0.004199	0.002000	0.000018
8.570000	-0.007813	-0.002832	0.001036	0.000008
8.560000	-0.019531	0.016016	0.001579	0.000257
8.550000	0.062500	-0.003809	0.001776	0.000015
8.540000	-0.015625	-0.003320	0.001139	0.000011
8.530000	-0.027344	-0.006152	0.001541	0.000038
8.520000	0.033203	0.011914	0.001183	0.000142
8.510000	0.052734	-0.002051	0.000966	0.000004
8.500000	-0.042969	0.004590	0.001362	0.000021
8.490000	-0.015625	-0.000195	0.001270	0.000000
8.480000	-0.058594	-0.009766	0.001176	0.000095
8.470000	-0.031250	0.002930	0.001038	0.000009
8.460000	-0.001953	-0.006738	0.001646	0.000045
8.450000	-0.054688	-0.012207	0.000493	0.000149
8.440000	-0.023438	0.000293	0.000807	0.000000
8.430000	-0.001953	-0.003223	0.001408	0.000010
8.420000	0.017578	-0.001074	0.001111	0.000001
8.410000	-0.015625	-0.005566	0.001287	0.000031
8.400000	-0.037109	-0.010156	0.001543	0.000103
8.390000	0.025391	0.007520	0.001204	0.000057
8.380000	0.003906	0.000879	0.001679	0.000001
8.370000	0.005859	0.011133	0.000993	0.000124
8.360000	0.017578	0.001074	0.000795	0.000001
8.350000	-0.035156	-0.017773	0.000866	0.000316
8.340000	0.064453	-0.005664	0.001357	0.000032
8.330000	-0.033203	-0.005469	0.000937	0.000030
8.320000	0.005859	0.003125	0.000810	0.000010
8.310000	0.052734	0.000781	0.001106	0.000001
8.300000	0.037109	0.007715	0.001658	0.000060
8.290000	-0.009766	0.001074	0.000978	0.000001
8.280000	-0.011719	-0.002539	0.001214	0.000006
8.270000	0.056641	-0.006055	0.001074	0.000037
8.260000	0.001953	0.001953	0.001372	0.000004
8.250000	0.039063	0.016406	0.001023	0.000269
8.240000	-0.050781	0.004980	0.001568	0.000025
8.230000	-0.007813	-0.001660	0.001884	0.000003
8.220000	-0.050781	0.010742	0.001367	0.000115
8.210000	-0.001953	0.009277	0.001414	0.000086
8.200000	0.007813	-0.007324	0.001944	0.000054
8.190000	-0.013672	0.006250	0.001055	0.000039
8.180000	-0.009766	-0.007031	0.001122	0.000049
8.170000	0.003906	-0.003516	0.001607	0.000012
8.160000	0.000000	0.001660	0.000953	0.000003
