100.000000	0.015625	17.819219	-0.031250
99.900000	0.019531	21.706758	-0.039063
99.800000	0.058594	20.300586	-0.117188
99.700000	0.027344	26.697637	-0.054688
99.600000	0.021484	23.503027	-0.042969
99.500000	-0.021484	23.332871	0.042969
99.400000	0.037109	17.957344	-0.074219
99.300000	0.027344	18.683418	-0.054688
99.200000	-0.007813	26.946758	0.015625
99.100000	-0.001953	20.712656	0.003906
99.000000	0.017578	17.792773	-0.035156
98.900000	0.082031	27.253730	-0.164063
98.800000	-0.015625	27.577676	0.031250
98.700000	-0.007813	20.074805	0.015625
98.600000	0.035156	22.800098	-0.070313
98.500000	-0.025391	19.737637	0.050781
98.400000	0.029297	16.934082	-0.058594
98.300000	0.011719	23.607285	-0.023438
98.200000	0.015625	17.167383	-0.031250
98.100000	-0.019531	20.053418	0.039063
98.000000	0.037109	19.287773	-0.074219
97.900000	0.062500	21.438340	-0.125000
97.800000	0.025391	13.515020	-0.050781
97.700000	0.054688	21.409297	-0.109375
97.600000	0.015625	25.623770	-0.031250
97.500000	0.007813	11.549922	-0.015625
97.400000	-0.003906	22.033594	0.007813
97.300000	-0.001953	17.133047	0.003906
97.200000	0.031250	10.949922	-0.062500
97.100000	0.048828	20.984785	-0.097656
97.000000	-0.015625	20.715859	0.031250
96.900000	0.048828	25.202031	-0.097656
96.800000	0.001953	17.283008	-0.003906
96.700000	0.033203	21.275469	-0.066406
96.600000	0.050781	23.062910	-0.101563
96.500000	0.025391	21.060098	-0.050781
96.400000	0.003906	20.663926	-0.007813
96.300000	-0.031250	21.395215	0.062500
96.200000	0.074219	24.328594	-0.148438
96.100000	0.019531	19.189336	-0.039063
96.000000	0.042969	20.281875	-0.085938
95.900000	0.013672	24.744902	-0.027344
95.800000	0.029297	22.934980	-0.058594
95.700000	0.037109	20.509883	-0.074219
95.600000	0.050781	19.912266	-0.101563
95.500000	0.000000	20.315488	-0.000000
95.400000	-0.005859	16.237930	0.011719
95.300000	0.041016	23.619297	-0.082031
95.200000	0.044922	18.865391	-0.089844
95.100000	0.017578	18.268340	-0.035156
95.000000	-0.001953	27.658828	0.003906
94.900000	0.027344	23.330020	-0.054688
94.800000	-0.001953	21.381348	0.003906
94.700000	0.007813	22.921699	-0.015625
94.600000	0.037109	15.874551	-0.074219
94.500000	0.054688	24.550703	-0.109375
94.400000	0.041016	18.764727	-0.082031
94.300000	0.064453	18.379922	-0.128906
94.200000	-0.017578	19.960957	0.035156
94.100000	-0.017578	15.824766	0.035156
94.000000	0.056641	25.084980	-0.113281
93.900000	0.005859	19.214297	-0.011719
93.800000	0.064453	17.331465	-0.128906
93.700000	0.013672	18.962832	-0.027344
93.600000	0.058594	23.445488	-0.117188
93.500000	-0.015625	18.845996	0.031250
93.400000	0.027344	26.883184	-0.054688
93.300000	0.066406	22.240176	-0.132813
93.200000	-0.023438	24.654102	0.046875
93.100000	0.025391	28.401738	-0.050781
93.000000	0.039063	24.068535	-0.078125
92.900000	0.013672	23.557559	-0.027344
92.800000	0.017578	24.131641	-0.035156
92.700000	0.007813	20.481758	-0.015625
92.600000	0.031250	21.552949	-0.062500
92.500000	0.050781	24.791816	-0.101563
92.400000	0.062500	24.772871	-0.125000
92.300000	-0.003906	22.744668	0.007813
92.200000	0.070313	23.266074	-0.140625
92.100000	0.039063	28.464590	-0.078125
92.000000	0.039063	23.184687	-0.078125
91.900000	-0.013672	25.765957	0.027344
91.800000	0.025391	23.013262	-0.050781
91.700000	0.005859	23.374590	-0.011719
91.600000	0.027344	22.417363	-0.054688
91.500000	0.023438	27.273965	-0.046875
91.400000	-0.003906	26.853809	0.007813
91.300000	0.029297	21.838242	-0.058594
91.200000	0.029297	24.667578	-0.058594
91.100000	-0.009766	22.631055	0.019531
91.000000	0.009766	21.636934	-0.019531
90.900000	-0.017578	20.462773	0.035156
90.800000	0.046875	22.105566	-0.093750
90.700000	-0.003906	20.554707	0.007813
90.600000	0.019531	24.146152	-0.039063
90.500000	0.041016	26.184219	-0.082031
90.400000	0.033203	23.876191	-0.066406
90.300000	0.035156	19.523750	-0.070313
90.200000	0.031250	18.080918	-0.062500
90.100000	0.037109	22.167246	-0.074219
90.000000	0.017578	22.150703	-0.035156
89.900000	0.056641	25.290898	-0.113281
89.800000	0.021484	23.885820	-0.042969
89.700000	0.041016	28.055488	-0.082031
89.600000	0.013672	21.888711	-0.027344
89.500000	0.048828	16.852930	-0.097656
89.400000	-0.041016	18.060234	0.082031
89.300000	0.058594	22.972988	-0.117188
89.200000	0.015625	23.913379	-0.031250
89.100000	0.029297	24.754277	-0.058594
89.000000	0.056641	19.997637	-0.113281
88.900000	0.080078	24.174277	-0.160156
88.800000	0.078125	21.552832	-0.156250
88.700000	0.027344	21.163027	-0.054688
88.600000	0.064453	33.486543	-0.128906
88.500000	0.080078	26.829727	-0.160156
88.400000	0.037109	23.058184	-0.074219
88.300000	0.044922	22.561055	-0.089844
88.200000	0.037109	22.500488	-0.074219
88.100000	0.007813	21.125449	-0.015625
88.000000	-0.013672	20.367559	0.027344
87.900000	0.037109	22.143242	-0.074219
87.800000	0.031250	22.964648	-0.062500
87.700000	-0.009766	25.274082	0.019531
87.600000	-0.027344	20.495742	0.054688
87.500000	0.027344	19.223008	-0.054688
87.400000	0.015625	27.558145	-0.031250
87.300000	0.035156	27.266504	-0.070313
87.200000	0.033203	26.481602	-0.066406
87.100000	0.033203	22.889063	-0.066406
87.000000	0.042969	25.531738	-0.085938
86.900000	-0.019531	26.057871	0.039063
86.800000	0.052734	25.586602	-0.105469
86.700000	0.050781	26.601953	-0.101563
86.600000	0.011719	31.386602	-0.023438
86.500000	0.033203	25.692207	-0.066406
86.400000	0.054688	27.483184	-0.109375
86.300000	0.025391	23.671094	-0.050781
86.200000	0.060547	25.773027	-0.121094
86.100000	0.005859	19.498223	-0.011719
86.000000	0.029297	23.500234	-0.058594
85.900000	0.068359	24.209629	-0.136719
85.800000	-0.033203	17.830234	0.066406
85.700000	-0.027344	21.001465	0.054688
85.600000	0.052734	31.387676	-0.105469
85.500000	0.044922	25.528652	-0.089844
85.400000	0.000000	20.646211	-0.000000
85.300000	0.015625	25.764004	-0.031250
85.200000	0.062500	27.723594	-0.125000
85.100000	0.089844	22.536641	-0.179688
85.000000	-0.003906	23.223828	0.007813
84.900000	0.056641	23.356309	-0.113281
84.800000	0.005859	31.075645	-0.011719
84.700000	0.058594	25.731504	-0.117188
84.600000	0.025391	25.152109	-0.050781
84.500000	0.041016	27.362656	-0.082031
84.400000	0.015625	30.175156	-0.031250
84.300000	0.031250	20.603828	-0.062500
84.200000	0.003906	22.535195	-0.007813
84.100000	0.031250	28.118574	-0.062500
84.000000	0.056641	25.282246	-0.113281
83.900000	0.041016	27.581934	-0.082031
