0.100000	-0.019104	-0.019086	-0.019037	-0.018719	-0.018347	-0.019446	-0.019189	-0.019586	-0.020020	-0.018756	-0.018994	-0.018689	-0.018860	-0.018158	-0.019818	-0.018439	-0.019678	-0.019281	-0.019183	-0.019647	-0.019012	-0.020038	-0.019873	-0.019745	-0.018732	-0.018793	-0.019000	-0.018970	-0.018988	-0.018500	-0.018628	-0.019879	-0.018793	-0.018707	-0.019318	-0.020294	-0.019519	-0.019366	-0.019513	-0.018976	-0.018927	-0.019971	-0.018945	-0.018317	-0.019342	-0.019067	-0.018365	-0.019720	-0.019177	-0.019299	
0.110000	-0.023760	-0.023431	-0.023055	-0.023915	-0.022827	-0.023754	-0.023767	-0.023754	-0.023129	-0.023848	-0.021954	-0.023109	-0.022747	-0.023707	-0.023445	-0.023834	-0.024412	-0.023774	-0.023243	-0.023915	-0.022565	-0.023673	-0.022908	-0.022720	-0.023901	-0.023700	-0.022324	-0.023700	-0.023029	-0.022982	-0.023653	-0.023814	-0.022606	-0.022800	-0.024150	-0.023277	-0.022183	-0.023096	-0.024378	-0.024284	-0.023311	-0.022807	-0.023035	-0.023801	-0.022263	-0.024250	-0.022861	-0.024506	-0.024237	-0.024331	
0.120000	-0.028491	-0.028066	-0.027634	-0.029041	-0.029436	-0.027437	-0.028206	-0.028682	-0.027612	-0.028132	-0.028813	-0.028982	-0.027729	-0.028879	-0.029509	-0.029993	-0.028293	-0.028359	-0.028557	-0.029268	-0.029377	-0.028865	-0.028784	-0.028711	-0.028528	-0.030088	-0.029590	-0.028608	-0.030110	-0.028484	-0.028909	-0.029363	-0.028762	-0.028440	-0.028315	-0.029656	-0.028213	-0.030300	-0.028784	-0.028557	-0.030308	-0.029700	-0.029656	-0.028396	-0.028748	-0.028440	-0.028857	-0.028066	-0.028909	-0.029077	
0.130000	-0.033531	-0.035110	-0.034666	-0.033801	-0.034492	-0.033841	-0.032857	-0.032794	-0.033476	-0.033841	-0.034373	-0.031603	-0.035531	-0.034944	-0.034753	-0.034190	-0.035253	-0.034968	-0.035229	-0.034523	-0.035396	-0.033349	-0.033174	-0.033722	-0.033968	-0.035372	-0.034547	-0.034745	-0.034904	-0.034991	-0.035031	-0.033881	-0.033286	-0.034666	-0.034158	-0.035499	-0.034595	-0.033516	-0.033770	-0.033992	-0.034492	-0.035079	-0.034357	-0.032738	-0.033801	-0.034008	-0.035214	-0.034087	-0.035388	-0.033412	
0.140000	-0.041246	-0.040563	-0.040135	-0.041127	-0.039956	-0.040853	-0.040759	-0.041084	-0.040930	-0.040306	-0.038606	-0.042007	-0.039307	-0.040144	-0.040494	-0.040332	-0.041580	-0.040127	-0.039751	-0.041426	-0.041101	-0.041127	-0.041101	-0.039888	-0.041656	-0.038298	-0.042306	-0.040212	-0.040973	-0.040691	-0.041956	-0.038666	-0.041870	-0.041742	-0.039708	-0.039794	-0.042058	-0.041178	-0.041665	-0.042032	-0.041870	-0.040776	-0.040811	-0.040272	-0.040289	-0.040383	-0.039563	-0.040494	-0.040708	-0.041340	
0.150000	-0.049155	-0.047864	-0.047507	-0.045776	-0.046399	-0.048807	-0.046115	-0.046783	-0.049091	-0.046463	-0.047424	-0.046793	-0.049384	-0.046957	-0.048367	-0.046518	-0.048477	-0.049274	-0.049127	-0.048303	-0.049255	-0.047443	-0.049054	-0.046582	-0.048257	-0.047260	-0.050391	-0.047122	-0.048669	-0.049915	-0.048376	-0.047662	-0.046381	-0.046683	-0.048788	-0.047598	-0.047946	-0.047470	-0.048331	-0.048267	-0.047836	-0.047067	-0.046481	-0.047452	-0.047543	-0.047800	-0.047864	-0.047195	-0.047296	-0.047763	
0.160000	-0.054307	-0.054014	-0.056113	-0.052412	-0.054502	-0.055762	-0.055078	-0.056260	-0.054619	-0.054482	-0.054922	-0.053887	-0.056533	-0.053379	-0.053633	-0.056426	-0.054141	-0.054355	-0.055371	-0.054873	-0.055391	-0.053164	-0.055078	-0.055801	-0.053135	-0.053701	-0.053955	-0.055547	-0.055068	-0.055176	-0.055723	-0.054756	-0.056611	-0.051309	-0.054912	-0.053594	-0.053066	-0.056543	-0.055820	-0.054980	-0.054473	-0.055967	-0.055518	-0.054277	-0.055107	-0.054561	-0.053838	-0.053350	-0.053535	-0.055986	
0.170000	-0.061903	-0.062266	-0.063262	-0.063013	-0.059019	-0.060585	-0.062650	-0.060990	-0.063708	-0.060741	-0.060886	-0.063304	-0.062453	-0.061633	-0.061955	-0.062038	-0.062910	-0.063729	-0.062640	-0.061737	-0.063729	-0.060575	-0.063024	-0.063553	-0.063657	-0.062048	-0.061996	-0.060948	-0.063563	-0.062961	-0.062692	-0.061498	-0.063086	-0.062391	-0.060772	-0.061415	-0.060897	-0.061644	-0.063210	-0.061830	-0.061976	-0.062920	-0.064113	-0.061384	-0.061312	-0.062505	-0.061924	-0.062142	-0.062162	-0.060450	
0.180000	-0.066698	-0.067489	-0.070192	-0.070060	-0.067434	-0.070697	-0.069543	-0.067115	-0.069532	-0.069258	-0.068038	-0.071093	-0.067017	-0.070906	-0.070258	-0.070774	-0.072938	-0.069181	-0.070214	-0.069532	-0.070225	-0.071422	-0.067610	-0.067335	-0.069675	-0.069521	-0.071609	-0.073619	-0.071125	-0.069587	-0.071796	-0.070049	-0.070203	-0.070477	-0.069060	-0.069785	-0.069181	-0.068401	-0.070302	-0.070378	-0.071060	-0.070697	-0.071993	-0.069565	-0.072246	-0.068939	-0.069840	-0.070181	-0.071455	-0.071653	
0.190000	-0.078927	-0.077419	-0.077988	-0.079658	-0.076596	-0.078544	-0.077106	-0.075460	-0.079101	-0.077396	-0.078324	-0.077814	-0.078904	-0.079356	-0.078544	-0.077895	-0.079449	-0.079217	-0.076677	-0.081258	-0.079785	-0.077651	-0.079252	-0.078823	-0.077721	-0.076121	-0.078765	-0.082336	-0.076561	-0.079472	-0.079089	-0.079263	-0.078196	-0.075112	-0.076445	-0.079774	-0.078266	-0.079356	-0.079240	-0.079808	-0.077756	-0.078173	-0.076550	-0.077025	-0.079797	-0.080087	-0.076457	-0.077292	-0.079240	-0.078776	
0.200000	-0.086816	-0.088599	-0.086926	-0.087366	-0.086914	-0.087866	-0.083923	-0.085217	-0.085950	-0.089258	-0.090649	-0.084753	-0.085400	-0.085242	-0.084924	-0.086743	-0.085950	-0.086511	-0.087598	-0.087476	-0.085522	-0.087549	-0.083337	-0.086353	-0.086890	-0.086926	-0.088196	-0.088245	-0.084753	-0.085889	-0.083191	-0.086353	-0.084521	-0.086243	-0.087390	-0.087012	-0.084839	-0.084778	-0.088782	-0.089233	-0.087036	-0.085718	-0.085327	-0.086011	-0.087964	-0.085889	-0.088428	-0.084631	-0.084644	-0.088538	
0.210000	-0.097130	-0.094221	-0.095643	-0.096835	-0.098719	-0.098438	-0.097412	-0.098322	-0.096066	-0.096041	-0.094874	-0.095592	-0.098297	-0.098553	-0.095912	-0.100706	-0.097809	-0.095182	-0.093977	-0.095054	-0.097015	-0.097412	-0.097143	-0.098873	-0.093452	-0.096925	-0.094438	-0.095669	-0.095156	-0.098386	-0.097297	-0.094259	-0.095169	-0.097143	-0.097181	-0.099899	-0.097938	-0.098438	-0.095246	-0.095630	-0.096246	-0.097476	-0.095451	-0.100232	-0.098053	-0.096361	-0.094118	-0.097412	-0.096553	-0.098386	
0.220000	-0.108845	-0.105502	-0.110295	-0.104857	-0.104159	-0.106294	-0.109960	-0.105233	-0.106683	-0.107677	-0.104226	-0.107395	-0.109476	-0.103702	-0.103984	-0.110551	-0.103058	-0.105260	-0.108201	-0.105502	-0.108281	-0.106321	-0.105461	-0.105569	-0.110242	-0.107825	-0.104589	-0.106240	-0.107556	-0.104575	-0.106603	-0.108550	-0.104508	-0.106401	-0.105314	-0.105757	-0.102830	-0.104589	-0.107113	-0.104253	-0.109758	-0.106307	-0.104656	-0.108093	-0.110215	-0.103756	-0.105663	-0.107288	-0.108295	-0.104468	
0.230000	-0.119422	-0.118032	-0.115786	-0.113793	-0.119254	-0.116165	-0.120292	-0.118495	-0.120138	-0.115098	-0.118973	-0.117246	-0.115730	-0.115491	-0.118369	-0.117372	-0.118776	-0.116292	-0.116488	-0.119211	-0.115449	-0.117695	-0.114916	-0.119941	-0.114607	-0.116671	-0.114888	-0.113526	-0.112234	-0.118748	-0.115168	-0.115576	-0.118229	-0.117751	-0.120082	-0.113821	-0.118341	-0.115197	-0.114818	-0.115716	-0.118762	-0.121064	-0.113947	-0.113652	-0.115098	-0.121907	-0.116755	-0.119899	-0.116881	-0.117513	
0.240000	-0.129404	-0.131045	-0.129111	-0.125435	-0.127471	-0.131191	-0.133682	-0.125845	-0.129346	-0.122959	-0.128027	-0.130825	-0.129829	-0.126270	-0.127690	-0.131074	-0.127852	-0.127734	-0.130151	-0.125845	-0.130781	-0.127588	-0.130913	-0.127163	-0.127852	-0.129272	-0.127778	-0.127471	-0.125171	-0.127646	-0.129316	-0.129814	-0.126943	-0.129229	-0.128540	-0.127236	-0.125874	-0.126753	-0.130034	-0.125405	-0.127412	-0.128701	-0.131748	-0.125845	-0.131719	-0.125098	-0.131265	-0.123398	-0.126357	-0.127954	
0.250000	-0.139038	-0.142975	-0.139877	-0.139069	-0.143417	-0.141998	-0.141037	-0.144135	-0.141998	-0.137756	-0.139191	-0.138306	-0.142639	-0.140778	-0.145081	-0.138153	-0.139191	-0.141663	-0.137177	-0.136276	-0.138428	-0.140732	-0.139160	-0.139191	-0.136093	-0.140091	-0.140106	-0.138321	-0.141373	-0.138458	-0.141495	-0.141037	-0.135834	-0.139343	-0.143280	-0.141052	-0.139633	-0.142548	-0.138397	-0.141357	-0.141418	-0.142609	-0.140030	-0.141556	-0.136795	-0.139313	-0.136108	-0.139801	-0.142868	-0.143677	
0.260000	-0.153359	-0.156565	-0.152296	-0.154819	-0.152185	-0.154470	-0.149265	-0.151042	-0.151550	-0.156184	-0.150455	-0.153915	-0.153359	-0.146044	-0.149329	-0.152058	-0.156279	-0.149836	-0.148964	-0.150455	-0.150313	-0.154645	-0.151995	-0.152042	-0.152328	-0.153026	-0.148773	-0.148900	-0.153820	-0.147139	-0.148551	-0.151042	-0.153280	-0.153407	-0.151360	-0.154803	-0.152328	-0.156406	-0.155232	-0.152994	-0.150487	-0.151820	-0.153328	-0.151407	-0.157533	-0.153026	-0.149757	-0.149313	-0.151963	-0.154629	
0.270000	-0.170678	-0.169030	-0.171453	-0.162241	-0.164350	-0.170381	-0.166888	-0.164333	-0.166772	-0.166740	-0.162488	-0.167036	-0.170085	-0.170134	-0.163328	-0.161532	-0.162636	-0.166047	-0.165751	-0.167020	-0.160692	-0.159999	-0.165421	-0.167250	-0.165965	-0.164680	-0.163542	-0.168354	-0.166097	-0.170579	-0.164531	-0.167465	-0.167382	-0.160823	-0.165718	-0.168931	-0.168124	-0.166443	-0.164251	-0.162537	-0.167102	-0.166707	-0.164877	-0.163444	-0.172623	-0.163641	-0.164053	-0.162010	-0.163378	-0.164960	
0.280000	-0.179187	-0.177581	-0.179905	-0.180400	-0.183271	-0.184878	-0.176658	-0.181084	-0.179187	-0.177632	-0.182605	-0.182639	-0.185562	-0.183118	-0.177939	-0.179734	-0.176213	-0.180930	-0.179341	-0.179255	-0.178879	-0.180503	-0.183511	-0.183323	-0.177017	-0.184109	-0.178042	-0.178931	-0.176589	-0.176521	-0.184724	-0.182332	-0.177888	-0.181323	-0.181853	-0.175991	-0.185134	-0.184263	-0.181357	-0.177803	-0.175085	-0.176179	-0.174539	-0.182314	-0.179153	-0.180640	-0.180623	-0.178110	-0.175410	-0.178708	
0.290000	-0.193835	-0.196030	-0.192260	-0.192454	-0.194313	-0.198101	-0.191304	-0.191675	-0.194260	-0.191321	-0.197463	-0.196277	-0.188100	-0.192224	-0.200720	-0.193853	-0.194030	-0.197357	-0.191304	-0.196083	-0.192419	-0.193870	-0.197410	-0.201729	-0.196508	-0.190153	-0.194738	-0.203092	-0.193268	-0.195481	-0.190808	-0.200331	-0.197269	-0.194791	-0.196950	-0.197658	-0.190366	-0.197729	-0.197587	-0.195286	-0.194667	-0.195605	-0.187941	-0.191481	-0.196985	-0.200490	-0.195640	-0.189693	-0.191605	-0.191127	
0.300000	-0.211780	-0.206763	-0.213428	-0.213812	-0.203485	-0.210590	-0.209985	-0.209473	-0.206891	-0.211102	-0.210406	-0.213977	-0.206451	-0.211542	-0.213647	-0.213391	-0.204327	-0.213501	-0.209857	-0.207935	-0.210663	-0.219104	-0.212128	-0.212311	-0.215314	-0.212311	-0.209509	-0.208411	-0.208960	-0.208557	-0.210590	-0.211945	-0.206378	-0.204437	-0.199695	-0.211597	-0.212933	-0.215387	-0.207513	-0.215936	-0.212164	-0.213336	-0.213171	-0.207367	-0.212421	-0.209619	-0.208850	-0.214508	-0.208795	-0.211377	
0.310000	-0.223153	-0.227354	-0.224610	-0.231932	-0.229113	-0.231005	-0.226294	-0.226483	-0.229283	-0.229756	-0.223153	-0.222472	-0.226540	-0.230721	-0.227183	-0.230267	-0.229019	-0.222131	-0.224894	-0.224421	-0.224402	-0.226918	-0.225348	-0.232027	-0.227940	-0.229094	-0.231516	-0.233068	-0.225670	-0.230192	-0.228640	-0.228867	-0.223248	-0.224383	-0.226445	-0.224742	-0.230021	-0.225840	-0.223021	-0.229586	-0.233333	-0.231611	-0.233427	-0.229567	-0.231667	-0.222831	-0.226805	-0.229056	-0.224326	-0.237836	
0.320000	-0.253398	-0.246895	-0.245664	-0.246191	-0.252266	-0.253594	-0.247285	-0.246523	-0.243652	-0.248398	-0.242656	-0.242520	-0.245020	-0.242461	-0.251895	-0.249961	-0.247891	-0.253320	-0.248340	-0.242656	-0.246465	-0.247070	-0.244766	-0.246133	-0.245801	-0.252207	-0.252383	-0.244570	-0.252168	-0.243105	-0.240254	-0.250371	-0.244395	-0.248711	-0.243516	-0.245410	-0.248555	-0.245449	-0.250977	-0.241113	-0.245977	-0.246387	-0.249160	-0.244941	-0.243047	-0.244551	-0.244805	-0.238691	-0.248730	-0.243145	
0.330000	-0.270341	-0.268870	-0.264399	-0.256846	-0.269394	-0.266373	-0.267078	-0.262767	-0.266937	-0.266292	-0.266816	-0.264238	-0.264721	-0.260793	-0.269978	-0.264479	-0.268367	-0.265345	-0.271086	-0.270723	-0.264842	-0.261519	-0.262224	-0.269535	-0.268024	-0.257067	-0.268629	-0.262485	-0.267420	-0.269555	-0.270643	-0.260491	-0.256906	-0.265507	-0.272818	-0.264338	-0.263936	-0.271992	-0.269837	-0.269414	-0.268709	-0.267924	-0.265003	-0.271831	-0.264902	-0.269052	-0.261096	-0.268669	-0.269575	-0.259504	
0.340000	-0.286667	-0.285754	-0.283140	-0.287186	-0.289884	-0.278969	-0.282247	-0.286169	-0.285194	-0.286356	-0.283970	-0.283389	-0.285568	-0.289282	-0.294097	-0.287269	-0.298309	-0.289241	-0.285837	-0.293640	-0.290299	-0.287622	-0.283866	-0.292935	-0.292561	-0.286273	-0.295529	-0.292810	-0.287207	-0.274901	-0.283845	-0.285339	-0.280753	-0.282994	-0.291254	-0.291399	-0.283949	-0.279363	-0.290050	-0.291835	-0.284240	-0.275067	-0.284447	-0.288639	-0.286564	-0.283077	-0.289282	-0.295632	-0.282227	-0.278159	
