0.100000	-0.019312	-0.020142	-0.021802	-0.020264	-0.019043	-0.020728	-0.021680	-0.018872	-0.020996	-0.019092	-0.022046	-0.020654	-0.018896	-0.020142	-0.020190	-0.020239	-0.019336	-0.019922	-0.019873	-0.022046	-0.020630	-0.018872	-0.021167	-0.020264	-0.020874	-0.019653	-0.019775	-0.020825	-0.020654	-0.019263	-0.020923	-0.019971	-0.021143	-0.021899	-0.019165	-0.020483	-0.018994	-0.021362	-0.022656	-0.018701	-0.020996	-0.019067	-0.022632	-0.020288	-0.019629	-0.020752	-0.020996	-0.020752	-0.020166	-0.020239	-0.021167	-0.020166	-0.020654	-0.021265	-0.022046	-0.019482	-0.018701	-0.021240	-0.020435	-0.020703	-0.018604	-0.020996	-0.020239	-0.020093	-0.020923	-0.021143	-0.019043	-0.018384	-0.021167	-0.019702	-0.019873	-0.020972	-0.018945	-0.019214	-0.020313	-0.018750	-0.019653	-0.019702	-0.020654	-0.020483	-0.021582	-0.020947	-0.019238	-0.020288	-0.020850	-0.021411	-0.019141	-0.018872	-0.019531	-0.018921	-0.020166	-0.018579	-0.019580	-0.019897	-0.019263	-0.018872	-0.020703	-0.020923	-0.019629	-0.019653	
0.110000	-0.024814	-0.026318	-0.024465	-0.023391	-0.024653	-0.025647	-0.025620	-0.025647	-0.023982	-0.027043	-0.026318	-0.024600	-0.025190	-0.025271	-0.025298	-0.024922	-0.024116	-0.026184	-0.022666	-0.025486	-0.024546	-0.024788	-0.023928	-0.025110	-0.024412	-0.024385	-0.024385	-0.026265	-0.024197	-0.025996	-0.023311	-0.025942	-0.026050	-0.026238	-0.024868	-0.024170	-0.023418	-0.027500	-0.024788	-0.020732	-0.025513	-0.024492	-0.027419	-0.022881	-0.023123	-0.024841	-0.026587	-0.026560	-0.025002	-0.024197	-0.023633	-0.025083	-0.025029	-0.026292	-0.023364	-0.025352	-0.023042	-0.025190	-0.025593	-0.023203	-0.022881	-0.027473	-0.024519	-0.023687	-0.024814	-0.022209	-0.024788	-0.025271	-0.025083	-0.025942	-0.026345	-0.025566	-0.024116	-0.025620	-0.024116	-0.025432	-0.024788	-0.024492	-0.023123	-0.026479	-0.024895	-0.025137	-0.021833	-0.024680	-0.024841	-0.023740	-0.025378	-0.025862	-0.023337	-0.024788	-0.026963	-0.022988	-0.023230	-0.024976	-0.022961	-0.023875	-0.023606	-0.025540	-0.025701	-0.026829	
0.120000	-0.029414	-0.030615	-0.030557	-0.027949	-0.028916	-0.030645	-0.028916	-0.026338	-0.031230	-0.030381	-0.028330	-0.030879	-0.029473	-0.029121	-0.027129	-0.030850	-0.028770	-0.029912	-0.026689	-0.029648	-0.031523	-0.028242	-0.028564	-0.030557	-0.031904	-0.031260	-0.029736	-0.030615	-0.031582	-0.029326	-0.032637	-0.027891	-0.028623	-0.028477	-0.029912	-0.028652	-0.032549	-0.030205	-0.030908	-0.029209	-0.029062	-0.029180	-0.028740	-0.027070	-0.030938	-0.030381	-0.031084	-0.030469	-0.029912	-0.030352	-0.028945	-0.030029	-0.029473	-0.030059	-0.028916	-0.031025	-0.031377	-0.030498	-0.030381	-0.028857	-0.027861	-0.031729	-0.032695	-0.031201	-0.028271	-0.031055	-0.031670	-0.029971	-0.030000	-0.028594	-0.030117	-0.032021	-0.027129	-0.028828	-0.029033	-0.030586	-0.028037	-0.028037	-0.030410	-0.028740	-0.032168	-0.027510	-0.028008	-0.029326	-0.031465	-0.031553	-0.029678	-0.032637	-0.030762	-0.026748	-0.026514	-0.027598	-0.027920	-0.025811	-0.030645	-0.029326	-0.029561	-0.031230	-0.031436	-0.027949	
0.130000	-0.033230	-0.034214	-0.034626	-0.035737	-0.033896	-0.039419	-0.035959	-0.035801	-0.035166	-0.031833	-0.034785	-0.033674	-0.034468	-0.036626	-0.029548	-0.035642	-0.036848	-0.037578	-0.036182	-0.037261	-0.033896	-0.035007	-0.035674	-0.035039	-0.033103	-0.035610	-0.033071	-0.035483	-0.035261	-0.036245	-0.034214	-0.032341	-0.037483	-0.031960	-0.036245	-0.036118	-0.033706	-0.033516	-0.032722	-0.032817	-0.034023	-0.033579	-0.034658	-0.033896	-0.033293	-0.034722	-0.037451	-0.033452	-0.034023	-0.033071	-0.034849	-0.037070	-0.035864	-0.031833	-0.039387	-0.036594	-0.032500	-0.033706	-0.035452	-0.032405	-0.034785	-0.035991	-0.034150	-0.034309	-0.032849	-0.034436	-0.033611	-0.033896	-0.033674	-0.033960	-0.035483	-0.036023	-0.032595	-0.032690	-0.036023	-0.033198	-0.034436	-0.034595	-0.032151	-0.034119	-0.037610	-0.033928	-0.035579	-0.033516	-0.035864	-0.037134	-0.035928	-0.034531	-0.033801	-0.036531	-0.033770	-0.034246	-0.033960	-0.038689	-0.036658	-0.036721	-0.034182	-0.033992	-0.033230	-0.036626	
0.140000	-0.039683	-0.042144	-0.042896	-0.040537	-0.040024	-0.041118	-0.039272	-0.040161	-0.041631	-0.037461	-0.039307	-0.043135	-0.042349	-0.038760	-0.038999	-0.039170	-0.040913	-0.043408	-0.038555	-0.038315	-0.040469	-0.042109	-0.040161	-0.037461	-0.039375	-0.039785	-0.039819	-0.039375	-0.039238	-0.041665	-0.041426	-0.038384	-0.038213	-0.038726	-0.039272	-0.041768	-0.041152	-0.040469	-0.040981	-0.040195	-0.040776	-0.038794	-0.038384	-0.043135	-0.042212	-0.039956	-0.044468	-0.040845	-0.036470	-0.042041	-0.040537	-0.039033	-0.038521	-0.040503	-0.042007	-0.044878	-0.038657	-0.043203	-0.042075	-0.040640	-0.039614	-0.043101	-0.041357	-0.040332	-0.039614	-0.041323	-0.039854	-0.037358	-0.041563	-0.041426	-0.040503	-0.037461	-0.042451	-0.042656	-0.039375	-0.039272	-0.043101	-0.042246	-0.040298	-0.039785	-0.038999	-0.039956	-0.039136	-0.037905	-0.042075	-0.042280	-0.037666	-0.043784	-0.040229	-0.042314	-0.042280	-0.042383	-0.039136	-0.041187	-0.043169	-0.042759	-0.039854	-0.043135	-0.040195	-0.041973	
0.150000	-0.047095	-0.047205	-0.046143	-0.044568	-0.043359	-0.046289	-0.047607	-0.047424	-0.045264	-0.049182	-0.046692	-0.047791	-0.047644	-0.044678	-0.046289	-0.047937	-0.044788	-0.048962	-0.046802	-0.047424	-0.049146	-0.046985	-0.050867	-0.046582	-0.046179	-0.046875	-0.046729	-0.048523	-0.044312	-0.045886	-0.046729	-0.044678	-0.046838	-0.051819	-0.044312	-0.048193	-0.047314	-0.048230	-0.051343	-0.046692	-0.050134	-0.046509	-0.046838	-0.045886	-0.043433	-0.048560	-0.044238	-0.046802	-0.045190	-0.046802	-0.047241	-0.044714	-0.045959	-0.044751	-0.049292	-0.047351	-0.048669	-0.045959	-0.047131	-0.045593	-0.045337	-0.047681	-0.046399	-0.048633	-0.045081	-0.048523	-0.048230	-0.045630	-0.048376	-0.045190	-0.048560	-0.046436	-0.053357	-0.045703	-0.050464	-0.045776	-0.043213	-0.044458	-0.044751	-0.047131	-0.046216	-0.049878	-0.048669	-0.047534	-0.042078	-0.044678	-0.045410	-0.043579	-0.047314	-0.045667	-0.045557	-0.048267	-0.049951	-0.051086	-0.043250	-0.046106	-0.048560	-0.045776	-0.047717	-0.041821	
0.160000	-0.050586	-0.058320	-0.052578	-0.054023	-0.050625	-0.053867	-0.052852	-0.053398	-0.057500	-0.055273	-0.055898	-0.052500	-0.054063	-0.054766	-0.050742	-0.051563	-0.051992	-0.051719	-0.053711	-0.060859	-0.059258	-0.053008	-0.051797	-0.056992	-0.055117	-0.051211	-0.053008	-0.053320	-0.053359	-0.056719	-0.054219	-0.049766	-0.048633	-0.055664	-0.052656	-0.052930	-0.056758	-0.053750	-0.057852	-0.052148	-0.049063	-0.050664	-0.056680	-0.052930	-0.054414	-0.056250	-0.055000	-0.051836	-0.053516	-0.054375	-0.055664	-0.052031	-0.055898	-0.053867	-0.056289	-0.053125	-0.049102	-0.057656	-0.054805	-0.051523	-0.055000	-0.053008	-0.053672	-0.055000	-0.052148	-0.050586	-0.052227	-0.052500	-0.050195	-0.051797	-0.055586	-0.058164	-0.054883	-0.048320	-0.052695	-0.055313	-0.054492	-0.052813	-0.051641	-0.050859	-0.052188	-0.054063	-0.052852	-0.051133	-0.054688	-0.053359	-0.055156	-0.056836	-0.051328	-0.053086	-0.055391	-0.056289	-0.051563	-0.055000	-0.054805	-0.059570	-0.053164	-0.049023	-0.053633	-0.054141	
0.170000	-0.060928	-0.059226	-0.056238	-0.060596	-0.063459	-0.058894	-0.060928	-0.061135	-0.062214	-0.060222	-0.063459	-0.056072	-0.062131	-0.062380	-0.061550	-0.060181	-0.061633	-0.058354	-0.060222	-0.060098	-0.062007	-0.061426	-0.063792	-0.061758	-0.060347	-0.058105	-0.064165	-0.061467	-0.062463	-0.064663	-0.058271	-0.059890	-0.056279	-0.057483	-0.056528	-0.063376	-0.060720	-0.058894	-0.055823	-0.060015	-0.059558	-0.060430	-0.057898	-0.056238	-0.063916	-0.055864	-0.061011	-0.057856	-0.059641	-0.063916	-0.060554	-0.059766	-0.056030	-0.062546	-0.058936	-0.052876	-0.057400	-0.058479	-0.062754	-0.058645	-0.062878	-0.060596	-0.061675	-0.060222	-0.060720	-0.060886	-0.057524	-0.059143	-0.065742	-0.065327	-0.057690	-0.058770	-0.062629	-0.062505	-0.059351	-0.058770	-0.060471	-0.062671	-0.060430	-0.063916	-0.063127	-0.066365	-0.060388	-0.062754	-0.060886	-0.066074	-0.061177	-0.063210	-0.065203	-0.060596	-0.059143	-0.065078	-0.059102	-0.060554	-0.058977	-0.059807	-0.064041	-0.062712	-0.060181	-0.066904	
0.180000	-0.067104	-0.065479	-0.059150	-0.069917	-0.070181	-0.070840	-0.067852	-0.070620	-0.073169	-0.068950	-0.071323	-0.068599	-0.069390	-0.073740	-0.063501	-0.073916	-0.063501	-0.069873	-0.066665	-0.071807	-0.064688	-0.065391	-0.067017	-0.071675	-0.066665	-0.067808	-0.072070	-0.072026	-0.066533	-0.076904	-0.071807	-0.073740	-0.069653	-0.072422	-0.069478	-0.064995	-0.071323	-0.067236	-0.063018	-0.069829	-0.067236	-0.069741	-0.070181	-0.070356	-0.064907	-0.072686	-0.074663	-0.070225	-0.070840	-0.065830	-0.069873	-0.070884	-0.064248	-0.066929	-0.070049	-0.069609	-0.067368	-0.065259	-0.068203	-0.067500	-0.067764	-0.071016	-0.068379	-0.071323	-0.064819	-0.070181	-0.069346	-0.069082	-0.069258	-0.070181	-0.068774	-0.067720	-0.071631	-0.064644	-0.070532	-0.071323	-0.070840	-0.070093	-0.065435	-0.067852	-0.070664	-0.068906	-0.066357	-0.066226	-0.066357	-0.073037	-0.067368	-0.075718	-0.069785	-0.063633	-0.068687	-0.067324	-0.066973	-0.062358	-0.075322	-0.069126	-0.071411	-0.072949	-0.070796	-0.065566	
0.190000	-0.077512	-0.077280	-0.072781	-0.073291	-0.074636	-0.078069	-0.073013	-0.079368	-0.077048	-0.073755	-0.080852	-0.077466	-0.077744	-0.074451	-0.071250	-0.072363	-0.077327	-0.081316	-0.076492	-0.077466	-0.074683	-0.078069	-0.077698	-0.075935	-0.074543	-0.074219	-0.070137	-0.074683	-0.078857	-0.078208	-0.082197	-0.081919	-0.074822	-0.074961	-0.079275	-0.074358	-0.074961	-0.076770	-0.074543	-0.082058	-0.082012	-0.078811	-0.074543	-0.072688	-0.075193	-0.074126	-0.073987	-0.078997	-0.071111	-0.073616	-0.081316	-0.076445	-0.073105	-0.081409	-0.074822	-0.075889	-0.073152	-0.076631	-0.075889	-0.081084	-0.078301	-0.076353	-0.077976	-0.076074	-0.077188	-0.078857	-0.075193	-0.075842	-0.074404	-0.076770	-0.078857	-0.077419	-0.077883	-0.081965	-0.069998	-0.076956	-0.078904	-0.077930	-0.074822	-0.074451	-0.073801	-0.072502	-0.075007	-0.076445	-0.079924	-0.074126	-0.075703	-0.077930	-0.075286	-0.077559	-0.079739	-0.076028	-0.075889	-0.086558	-0.078069	-0.071482	-0.079414	-0.079275	-0.067725	-0.082568	
